,date,on,1w,2w,1m,3m,6m,9m,1y
30,20211231,2.129,2.271,2.988,2.431,2.5,2.59,2.66,2.736
29,20220104,1.925,2.099,2.112,2.429,2.5,2.589,2.659,2.736
28,20220105,1.777,2.148,2.046,2.429,2.5,2.588,2.658,2.737
27,20220106,1.714,2.042,1.995,2.429,2.5,2.584,2.657,2.734
26,20220107,1.839,2.103,1.966,2.43,2.5,2.578,2.656,2.729
25,20220110,1.878,2.093,1.977,2.429,2.5,2.575,2.654,2.726
24,20220111,1.984,2.131,2.027,2.429,2.5,2.574,2.65,2.726
23,20220112,1.972,2.098,2.039,2.428,2.5,2.57,2.65,2.724
22,20220113,2.218,2.202,2.079,2.427,2.5,2.569,2.65,2.721
21,20220114,2.209,2.213,2.235,2.429,2.5,2.564,2.65,2.718
20,20220117,2.113,2.183,2.391,2.428,2.499,2.555,2.645,2.711
19,20220118,1.921,2.088,2.209,2.427,2.493,2.548,2.64,2.706
18,20220119,2.035,2.127,2.405,2.422,2.483,2.534,2.63,2.696
17,20220120,2.035,2.113,2.431,2.418,2.471,2.526,2.623,2.686
16,20220121,2.063,2.112,2.368,2.417,2.466,2.521,2.619,2.682
15,20220124,1.935,2.132,2.435,2.418,2.465,2.517,2.613,2.678
14,20220125,1.931,2.093,2.489,2.419,2.464,2.513,2.605,2.674
13,20220126,1.74,2.088,2.502,2.419,2.46,2.508,2.602,2.668
12,20220127,1.614,2.12,2.462,2.418,2.457,2.504,2.599,2.664
11,20220128,1.2,2.25,2.561,2.419,2.457,2.5,2.595,2.66
10,20220207,2.112,2.102,2.145,2.407,2.454,2.498,2.588,2.657
9,20220208,2.044,2.087,2.032,2.4,2.448,2.496,2.585,2.655
8,20220209,1.728,2.01,1.97,2.395,2.447,2.495,2.584,2.654
7,20220210,1.673,1.965,1.963,2.381,2.442,2.49,2.571,2.639
6,20220211,1.812,2.021,1.972,2.369,2.432,2.483,2.563,2.629
5,20220214,1.866,2.023,1.972,2.359,2.424,2.476,2.554,2.62
4,20220215,1.807,2.0,2.008,2.348,2.415,2.471,2.545,2.613
3,20220216,1.942,2.057,2.028,2.34,2.41,2.466,2.54,2.604
2,20220217,1.855,2.002,2.047,2.334,2.406,2.463,2.534,2.596
1,20220218,2.11,2.098,2.227,2.323,2.4,2.457,2.524,2.586
0,20220221,2.195,2.14,2.302,2.315,2.392,2.453,2.515,2.579
