日期,收盘,开盘,高,低,交易量,涨跌幅
2019年6月11日,1376.40,1369.00,1369.00,1369.00,1.01K,0.15%
2019年6月10日,1374.30,1378.00,1378.00,1367.00,0.01K,-1.08%
2019年6月7日,1389.30,1388.50,1388.50,1382.40,0.05K,0.25%
2019年6月6日,1385.90,1370.00,1370.00,1370.00,0.09K,0.60%
2019年6月5日,1377.60,1376.60,1376.60,1368.80,0.16K,0.27%
2019年6月4日,1373.90,1366.50,1366.50,1366.50,0.03K,0.07%
2019年6月3日,1372.90,1356.50,1356.50,1356.50,0.07K,1.13%
2019年5月31日,1357.50,1342.90,1347.80,1342.90,0.22K,1.20%
2019年5月30日,1341.40,1332.40,1332.40,1332.40,0.33K,1.12%
2019年5月29日,1326.50,1327.80,1327.80,1327.80,0.00K,0.24%
2019年5月28日,1323.30,1322.60,1322.60,1322.60,0.12K,2.98%
2019年5月27日,1284.95,1284.25,1286.85,1283.25,-,0.06%
2019年5月26日,1284.15,1284.20,1285.15,1283.65,-,-3.45%
2019年5月24日,1330.10,1329.20,1329.20,1329.20,0.00K,-0.13%
2019年5月23日,1331.80,1328.40,1328.40,1328.40,0.00K,0.79%
2019年5月22日,1321.30,1321.30,1321.30,1321.30,0.02K,0.09%
2019年5月21日,1320.10,1320.10,1320.10,1320.10,0.10K,-0.31%
2019年5月20日,1324.20,1324.20,1324.20,1324.20,0.08K,0.13%
2019年5月17日,1322.50,1322.50,1322.50,1322.50,0.21K,-0.80%
2019年5月16日,1333.10,1333.10,1333.10,1333.10,0.11K,-0.85%
2019年5月15日,1344.50,1344.50,1344.50,1344.50,0.06K,0.08%
2019年5月14日,1343.40,1343.40,1343.40,1343.40,0.20K,-0.50%
2019年5月13日,1350.20,1350.20,1350.20,1350.20,0.12K,0.97%
2019年5月10日,1337.20,1337.20,1337.20,1337.20,0.05K,0.16%
2019年5月9日,1335.10,1335.10,1335.10,1335.10,0.04K,0.28%
2019年5月8日,1331.40,1338.00,1338.00,1338.00,0.05K,-0.33%
2019年5月7日,1335.80,1335.80,1335.80,1335.80,0.12K,0.13%
2019年5月6日,1334.00,1334.00,1334.00,1334.00,0.01K,0.17%
2019年5月3日,1331.70,1331.70,1331.70,1331.70,0.02K,0.72%
2019年5月2日,1322.20,1323.00,1323.00,1323.00,0.00K,-0.90%
2019年5月1日,1334.20,1334.20,1334.20,1334.20,0.26K,-0.11%
2019年4月30日,1335.70,1335.70,1335.70,1335.70,0.21K,0.31%
2019年4月29日,1331.60,1331.60,1331.60,1331.60,0.14K,-0.57%
2019年4月26日,1339.20,1339.20,1339.20,1339.20,0.38K,0.68%
2019年4月25日,1330.20,1330.20,1330.20,1330.20,0.00K,0.02%
2019年4月24日,1329.90,1329.90,1329.90,1329.90,0.15K,0.46%
2019年4月23日,1323.80,1323.80,1323.80,1323.80,0.01K,-0.35%
2019年4月22日,1328.50,1328.50,1328.50,1328.50,0.00K,3.96%
2019年4月19日,1277.90,1277.90,1277.90,1277.90,-,-3.69%
2019年4月18日,1326.90,1326.90,1326.90,1326.90,0.08K,-0.05%
2019年4月17日,1327.60,1327.60,1327.60,1327.60,0.06K,-0.04%
2019年4月16日,1328.10,1329.10,1329.10,1329.00,0.05K,-1.07%
2019年4月15日,1342.40,1342.40,1342.40,1342.40,0.02K,-0.29%
2019年4月12日,1346.30,1346.30,1346.30,1346.30,0.23K,0.22%
2019年4月11日,1343.40,1356.60,1356.60,1356.60,0.00K,-1.50%
2019年4月10日,1363.90,1363.90,1363.90,1363.90,0.08K,0.40%
2019年4月9日,1358.40,1358.40,1358.40,1358.40,0.00K,0.48%
2019年4月8日,1351.90,1351.90,1351.90,1351.90,0.00K,0.50%
2019年4月5日,1345.20,1345.20,1345.20,1345.20,0.05K,0.13%
2019年4月4日,1343.50,1343.50,1343.50,1343.50,0.04K,-0.04%
2019年4月3日,1344.00,1344.00,1344.00,1344.00,0.05K,0.01%
2019年4月2日,1343.90,1340.80,1343.20,1340.80,0.00K,0.09%
2019年4月1日,1342.70,1342.70,1342.70,1342.70,0.03K,-0.25%
2019年3月29日,1346.00,1354.10,1354.10,1354.10,0.00K,0.27%
2019年3月28日,1342.40,1348.00,1348.00,1342.20,0.01K,-1.57%
2019年3月27日,1363.80,1363.80,1363.80,1363.80,0.04K,-0.40%
2019年3月26日,1369.30,1369.30,1369.30,1369.30,0.01K,-0.64%
2019年3月25日,1378.10,1378.10,1378.10,1378.10,0.10K,0.64%
2019年3月22日,1369.30,1368.20,1368.20,1368.20,0.03K,0.35%
2019年3月21日,1364.50,1364.50,1364.50,1364.50,0.12K,0.37%
2019年3月20日,1359.50,1359.50,1359.50,1359.50,0.02K,-0.38%
2019年3月19日,1364.70,1364.70,1364.70,1364.70,0.00K,0.39%
2019年3月18日,1359.40,1359.40,1359.40,1359.40,0.01K,-0.09%
2019年3月15日,1360.60,1360.60,1360.60,1360.60,0.01K,0.57%
2019年3月14日,1352.90,1352.90,1352.90,1352.90,0.23K,-1.11%
2019年3月13日,1368.10,1368.10,1368.10,1368.10,0.02K,0.85%
2019年3月12日,1356.60,1356.60,1356.60,1356.60,0.08K,0.49%
2019年3月11日,1350.00,1350.00,1350.00,1350.00,0.00K,-0.63%
2019年3月8日,1358.50,1358.50,1358.50,1358.50,0.00K,1.01%
2019年3月7日,1344.90,1344.90,1344.90,1344.90,0.04K,-0.12%
2019年3月6日,1346.50,1346.50,1346.50,1346.50,0.00K,0.22%
2019年3月5日,1343.50,1343.50,1343.50,1343.50,0.00K,-0.21%
2019年3月4日,1346.30,1346.30,1346.30,1346.30,0.02K,-0.88%
2019年3月1日,1358.30,1358.30,1358.30,1358.30,0.13K,-1.24%
2019年2月28日,1375.30,1374.00,1374.00,1374.00,0.01K,-0.38%
2019年2月27日,1380.50,1380.50,1380.50,1380.50,0.00K,-0.53%
2019年2月26日,1387.90,1387.90,1387.90,1387.90,0.00K,-0.08%
2019年2月25日,1389.00,1389.00,1389.00,1389.00,0.00K,-0.25%
2019年2月22日,1392.50,1392.50,1392.50,1392.50,0.02K,0.38%
2019年2月21日,1387.20,1388.00,1388.00,1388.00,0.03K,-1.39%
2019年2月20日,1406.70,1406.70,1406.70,1406.70,0.15K,0.20%
2019年2月19日,1403.90,1403.90,1403.90,1403.90,0.04K,5.59%
2019年2月18日,1329.55,1324.35,1330.75,1324.05,-,0.40%
2019年2月17日,1324.25,1324.65,1324.95,1323.85,-,-4.12%
2019年2月15日,1381.20,1381.20,1381.20,1381.20,0.03K,0.58%
2019年2月14日,1373.20,1373.20,1373.20,1373.20,0.07K,-0.10%
2019年2月13日,1374.60,1374.60,1374.60,1374.60,0.05K,0.10%
2019年2月12日,1373.20,1373.20,1373.20,1373.20,0.00K,0.15%
2019年2月11日,1371.20,1371.20,1371.20,1371.20,0.03K,-0.48%
2019年2月8日,1377.80,1377.80,1377.80,1377.80,0.05K,0.31%
2019年2月7日,1373.60,1373.60,1373.60,1373.60,0.00K,-0.01%
2019年2月6日,1373.80,1373.80,1373.80,1373.80,0.00K,-0.35%
2019年2月5日,1378.60,1378.60,1378.60,1378.60,0.04K,0.02%
2019年2月4日,1378.30,1378.30,1378.30,1378.30,0.00K,-0.20%
2019年2月1日,1381.10,1382.60,1382.60,1382.60,0.01K,-0.21%
2019年1月31日,1384.00,1384.00,1384.00,1384.00,0.08K,0.59%
2019年1月30日,1375.90,1377.60,1377.60,1377.60,0.06K,0.02%
2019年1月29日,1375.60,1375.60,1375.60,1375.60,0.20K,0.42%
2019年1月28日,1369.80,1369.80,1369.80,1369.80,0.00K,0.43%
2019年1月25日,1364.00,1360.00,1360.00,1360.00,0.01K,1.42%
2019年1月24日,1344.90,1344.90,1344.90,1344.90,0.05K,-0.33%
2019年1月23日,1349.30,1349.30,1349.30,1349.30,0.02K,0.07%
2019年1月22日,1348.40,1348.40,1348.40,1348.40,0.15K,5.42%
2019年1月21日,1279.05,1281.95,1282.95,1276.15,-,-0.23%
2019年1月20日,1282.05,1281.30,1282.70,1280.50,-,-4.90%
2019年1月18日,1348.10,1348.10,1348.10,1348.10,0.00K,-0.72%
2019年1月17日,1357.90,1357.90,1357.90,1357.90,0.03K,-0.10%
2019年1月16日,1359.30,1359.30,1359.30,1359.30,0.00K,0.41%
2019年1月15日,1353.70,1353.70,1353.70,1353.70,0.01K,-0.26%
2019年1月14日,1357.20,1357.20,1357.20,1357.20,0.40K,0.13%
2019年1月11日,1355.40,1355.40,1355.40,1355.40,0.05K,0.18%
2019年1月10日,1353.00,1353.00,1353.00,1353.00,0.55K,-0.32%
2019年1月9日,1357.30,1357.30,1357.30,1357.30,0.10K,0.46%
2019年1月8日,1351.10,1351.10,1351.10,1351.10,0.00K,-0.30%
2019年1月7日,1355.20,1355.20,1355.20,1355.20,0.01K,0.31%
2019年1月4日,1351.00,1351.80,1351.80,1351.80,0.00K,-0.65%
2019年1月3日,1359.80,1359.80,1359.80,1359.80,0.01K,0.76%
2019年1月2日,1349.50,1349.50,1349.50,1349.50,0.10K,5.15%
2019年1月1日,1283.35,1284.70,1284.75,1282.85,-,-4.73%
2018年12月31日,1347.10,1347.10,1347.10,1347.10,0.05K,-0.09%
2018年12月28日,1348.30,1348.30,1348.30,1348.30,0.08K,0.13%
2018年12月27日,1346.50,1346.50,1346.50,1346.50,0.03K,0.61%
2018年12月26日,1338.30,1343.00,1343.00,1343.00,0.00K,5.32%
2018年12月25日,1270.75,1272.50,1274.55,1270.65,-,-4.96%
2018年12月24日,1337.00,1337.00,1337.00,1337.00,0.03K,1.05%
2018年12月21日,1323.10,1323.10,1323.10,1323.10,0.06K,-0.75%
2018年12月20日,1333.10,1333.10,1333.10,1333.10,0.01K,0.89%
2018年12月19日,1321.30,1321.30,1321.30,1321.30,0.27K,0.21%
2018年12月18日,1318.50,1318.50,1318.50,1318.50,0.03K,0.08%
2018年12月17日,1317.40,1317.40,1317.40,1317.40,0.01K,0.80%
2018年12月14日,1307.00,1307.00,1307.00,1307.00,0.03K,-0.47%
2018年12月13日,1313.20,1313.20,1313.20,1313.20,0.19K,-0.20%
2018年12月12日,1315.80,1315.80,1315.80,1315.80,0.07K,0.22%
2018年12月11日,1312.90,1312.90,1312.90,1312.90,0.00K,-0.14%
2018年12月10日,1314.80,1314.80,1314.80,1314.80,0.09K,-0.36%
2018年12月7日,1319.50,1319.50,1319.50,1319.50,0.00K,0.71%
2018年12月6日,1310.20,1313.90,1313.90,1309.50,0.00K,0.05%
2018年12月5日,1309.60,1309.60,1309.60,1309.60,0.00K,-0.30%
2018年12月4日,1313.60,1313.60,1313.60,1313.60,0.02K,0.55%
2018年12月3日,1306.40,1306.40,1306.40,1306.40,0.05K,1.06%
2018年11月30日,1292.70,1289.70,1289.70,1289.70,0.00K,-0.33%
2018年11月29日,1297.00,1297.00,1297.00,1297.00,0.00K,0.05%
2018年11月28日,1296.40,1296.40,1296.40,1296.40,0.00K,0.77%
2018年11月27日,1286.50,1286.50,1286.50,1286.50,0.01K,-0.72%
2018年11月26日,1295.80,1295.80,1295.80,1295.80,0.00K,-0.02%
2018年11月23日,1296.10,1296.10,1296.10,1296.10,0.06K,5.55%
2018年11月22日,1228.00,1226.40,1229.70,1225.50,-,-5.60%
2018年11月21日,1300.80,1300.80,1300.80,1300.80,0.34K,0.57%
2018年11月20日,1293.40,1293.40,1293.40,1293.40,0.01K,-0.32%
2018年11月19日,1297.50,1297.50,1297.50,1297.50,0.10K,0.20%
2018年11月16日,1294.90,1294.90,1294.90,1294.90,0.00K,0.57%
2018年11月15日,1287.60,1287.60,1287.60,1287.60,0.01K,0.34%
2018年11月14日,1283.20,1283.20,1283.20,1283.20,0.33K,0.67%
2018年11月13日,1274.70,1274.70,1274.70,1274.70,0.01K,-0.16%
2018年11月12日,1276.80,1276.80,1276.80,1276.80,0.03K,-0.42%
2018年11月9日,1282.20,1282.20,1282.20,1282.20,0.08K,-1.32%
2018年11月8日,1299.30,1299.30,1299.30,1299.30,0.00K,-0.27%
2018年11月7日,1302.80,1302.80,1302.80,1302.80,0.00K,0.18%
2018年11月6日,1300.40,1300.40,1300.40,1300.40,0.01K,-0.46%
2018年11月5日,1306.40,1306.40,1306.40,1306.40,0.05K,-0.07%
2018年11月2日,1307.30,1307.30,1307.30,1307.30,0.00K,-0.37%
2018年11月1日,1312.20,1312.20,1312.20,1312.20,0.01K,1.86%
2018年10月31日,1288.20,1291.10,1291.10,1291.10,0.00K,-0.82%
2018年10月30日,1298.90,1296.70,1296.70,1296.70,0.00K,-0.17%
2018年10月29日,1301.10,1301.10,1301.10,1301.10,0.00K,-0.66%
2018年10月26日,1309.70,1309.70,1309.70,1309.70,0.05K,0.23%
2018年10月25日,1306.70,1306.70,1306.70,1306.70,0.00K,0.09%
2018年10月24日,1305.50,1305.50,1305.50,1305.50,0.01K,-0.50%
2018年10月23日,1312.00,1312.00,1312.00,1312.00,0.03K,0.94%
2018年10月22日,1299.80,1299.80,1299.80,1299.80,0.02K,-0.31%
2018年10月19日,1303.80,1303.80,1303.80,1303.80,0.06K,-0.10%
2018年10月18日,1305.10,1305.10,1305.10,1305.10,0.17K,0.25%
2018年10月17日,1301.90,1301.90,1301.90,1301.90,0.01K,-0.30%
2018年10月16日,1305.80,1305.80,1305.80,1305.80,0.05K,0.03%
2018年10月15日,1305.40,1305.40,1305.40,1305.40,0.14K,0.70%
2018年10月12日,1296.30,1296.30,1296.30,1296.30,0.12K,-0.46%
2018年10月11日,1302.30,1271.20,1271.20,1271.20,0.00K,2.73%
2018年10月10日,1267.70,1267.70,1267.70,1267.70,0.06K,0.15%
2018年10月9日,1265.80,1265.80,1265.80,1265.80,0.01K,0.23%
2018年10月8日,1262.90,1262.90,1262.90,1262.90,0.04K,-1.35%
2018年10月5日,1280.20,1280.20,1280.20,1280.20,0.01K,0.37%
2018年10月4日,1275.50,1275.50,1275.50,1275.50,0.00K,-0.09%
2018年10月3日,1276.70,1276.70,1276.70,1276.70,0.08K,-0.31%
2018年10月2日,1280.70,1280.70,1280.70,1280.70,0.00K,1.29%
2018年10月1日,1264.40,1264.40,1264.40,1264.40,0.18K,-0.34%
2018年9月28日,1268.70,1270.00,1270.00,1270.00,0.00K,0.71%
2018年9月27日,1259.80,1260.00,1260.00,1260.00,0.00K,-0.94%
2018年9月26日,1271.80,1271.80,1271.80,1271.80,0.00K,-0.50%
2018年9月25日,1278.20,1278.20,1278.20,1278.20,0.02K,0.06%
2018年9月24日,1277.40,1277.40,1277.40,1277.40,0.01K,0.24%
2018年9月21日,1274.30,1274.30,1274.30,1274.30,0.04K,-0.79%
2018年9月20日,1284.40,1284.40,1284.40,1284.40,0.01K,0.23%
2018年9月19日,1281.50,1281.50,1281.50,1281.50,0.01K,0.45%
2018年9月18日,1275.70,1275.70,1275.70,1275.70,0.03K,-0.21%
2018年9月17日,1278.40,1278.40,1278.40,1278.40,0.04K,0.36%
2018年9月14日,1273.80,1273.80,1273.80,1273.80,0.00K,-0.56%
2018年9月13日,1281.00,1281.00,1281.00,1281.00,0.02K,-0.23%
2018年9月12日,1283.90,1269.60,1271.00,1269.50,0.02K,0.75%
2018年9月11日,1274.40,1274.40,1274.40,1274.40,0.02K,0.22%
2018年9月10日,1271.60,1271.60,1271.60,1271.60,0.01K,-0.04%
2018年9月7日,1272.10,1272.10,1272.10,1272.10,0.00K,-0.28%
2018年9月6日,1275.70,1275.70,1275.70,1275.70,0.00K,0.24%
2018年9月5日,1272.60,1266.10,1271.90,1266.10,0.01K,0.19%
2018年9月4日,1270.20,1270.20,1270.20,1270.20,0.03K,5.30%
2018年9月3日,1206.30,1204.90,1209.60,1201.30,-,0.12%
2018年9月2日,1204.90,1206.20,1206.60,1204.50,-,-5.70%
2018年8月31日,1277.70,1277.70,1277.70,1277.70,0.03K,0.13%
2018年8月30日,1276.10,1276.10,1276.10,1276.10,0.01K,-0.56%
2018年8月29日,1283.30,1283.30,1283.30,1283.30,0.03K,-0.24%
2018年8月28日,1286.40,1286.40,1286.40,1286.40,0.14K,-0.12%
2018年8月27日,1288.00,1288.00,1288.00,1288.00,0.15K,0.23%
2018年8月24日,1285.00,1285.00,1285.00,1285.00,0.01K,1.56%
2018年8月23日,1265.20,1265.20,1265.20,1265.20,0.00K,-0.83%
2018年8月22日,1275.80,1280.20,1280.20,1278.20,0.00K,0.24%
2018年8月21日,1272.80,1272.90,1272.90,1272.90,0.00K,0.42%
2018年8月20日,1267.50,1266.00,1266.00,1266.00,0.00K,0.75%
2018年8月17日,1258.10,1258.10,1258.10,1258.10,0.00K,0.01%
2018年8月16日,1258.00,1258.00,1258.00,1258.00,0.04K,-0.13%
2018年8月15日,1259.70,1265.80,1265.80,1265.80,0.00K,-1.27%
2018年8月14日,1275.90,1273.40,1273.40,1273.40,0.00K,0.14%
2018年8月13日,1274.10,1274.10,1274.10,1274.10,0.01K,-1.58%
2018年8月10日,1294.60,1294.60,1294.60,1294.60,0.08K,-0.09%
2018年8月9日,1295.80,1295.80,1295.80,1295.80,0.04K,-0.08%
2018年8月8日,1296.80,1296.80,1296.80,1296.80,0.21K,0.20%
2018年8月7日,1294.20,1294.20,1294.20,1294.20,0.72K,0.05%
2018年8月6日,1293.60,1302.80,1305.00,1298.60,0.01K,-0.45%
2018年8月3日,1299.40,1288.80,1298.40,1288.80,0.01K,0.25%
2018年8月2日,1296.20,1308.00,1308.00,1308.00,0.00K,-0.60%
2018年8月1日,1304.00,1304.00,1304.00,1304.00,1.03K,-0.44%
2018年7月31日,1309.80,1309.80,1309.80,1309.80,2.72K,0.16%
2018年7月30日,1307.70,1306.90,1309.10,1301.90,0.01K,-0.10%
2018年7月27日,1309.00,1309.00,1309.00,1309.00,0.00K,-0.19%
2018年7月26日,1311.50,1311.50,1311.50,1311.50,0.00K,-0.39%
2018年7月25日,1316.70,1316.70,1316.70,1316.70,0.06K,0.45%
2018年7月24日,1310.80,1310.80,1310.80,1310.80,0.04K,0.01%
2018年7月23日,1310.70,1307.60,1307.60,1307.60,0.00K,-0.46%
2018年7月20日,1316.80,1316.80,1316.80,1316.80,0.15K,0.49%
2018年7月19日,1310.40,1302.00,1302.00,1302.00,0.08K,-0.35%
2018年7月18日,1315.00,1315.00,1315.00,1315.00,0.00K,0.03%
2018年7月17日,1314.60,1320.00,1320.00,1320.00,0.03K,-0.97%
2018年7月16日,1327.50,1327.50,1327.50,1327.50,0.00K,-0.11%
2018年7月13日,1329.00,1327.00,1327.00,1327.00,0.00K,-0.46%
2018年7月12日,1335.20,1335.20,1335.20,1335.20,0.01K,0.16%
2018年7月11日,1333.10,1333.10,1333.10,1333.10,0.03K,-0.88%
2018年7月10日,1344.90,1344.90,1344.90,1344.90,0.07K,-0.29%
2018年7月9日,1348.80,1348.80,1348.80,1348.80,0.04K,0.31%
2018年7月6日,1344.60,1344.60,1344.60,1344.60,0.01K,-0.21%
2018年7月5日,1347.40,1347.40,1347.40,1347.40,0.01K,7.10%
2018年7月4日,1258.10,1256.20,1262.40,1255.30,-,-6.27%
2018年7月3日,1342.20,1342.20,1342.20,1342.20,0.04K,0.94%
2018年7月2日,1329.70,1329.70,1329.70,1329.70,0.03K,-1.04%
2018年6月29日,1343.70,1343.70,1343.70,1343.70,0.05K,0.28%
2018年6月28日,1340.00,1340.00,1340.00,1340.00,0.38K,-0.41%
2018年6月27日,1345.50,1345.50,1345.50,1345.50,0.01K,-0.33%
2018年6月26日,1350.00,1350.00,1350.00,1350.00,0.09K,-0.71%
2018年6月25日,1359.60,1353.70,1353.70,1353.70,0.00K,-0.15%
2018年6月22日,1361.70,1365.00,1365.00,1365.00,0.00K,0.02%
2018年6月21日,1361.40,1360.00,1360.00,1360.00,0.00K,-0.31%
2018年6月20日,1365.70,1376.80,1376.80,1376.80,0.00K,-0.28%
2018年6月19日,1369.60,1369.60,1369.60,1369.60,0.03K,-0.14%
2018年6月18日,1371.50,1371.50,1371.50,1371.50,0.04K,0.13%
2018年6月15日,1369.70,1369.70,1369.70,1369.70,0.59K,-2.23%
2018年6月14日,1401.00,1401.00,1401.00,1401.00,0.05K,0.51%
2018年6月13日,1393.90,1393.90,1393.90,1393.90,0.14K,0.12%
2018年6月12日,1392.20,1392.20,1392.20,1392.20,0.15K,-0.27%
2018年6月11日,1395.90,1395.90,1395.90,1395.90,0.07K,0.08%
2018年6月8日,1394.80,1394.80,1394.80,1394.80,0.65K,0.00%
2018年6月7日,1394.80,1394.80,1394.80,1394.80,0.08K,0.06%
2018年6月6日,1393.90,1393.90,1393.90,1393.90,0.03K,-0.04%
2018年6月5日,1394.50,1394.50,1394.50,1394.50,0.36K,0.36%
2018年6月4日,1389.50,1389.60,1390.50,1389.60,0.00K,-0.04%
2018年6月1日,1390.10,1392.40,1392.40,1392.40,0.00K,-0.35%
2018年5月31日,1395.00,1395.00,1395.00,1395.00,4.08K,-0.12%
2018年5月30日,1396.70,1396.70,1396.70,1396.70,50.85K,0.22%
2018年5月29日,1393.70,1393.70,1393.70,1393.70,0.08K,7.41%
2018年5月28日,1297.60,1298.40,1299.70,1294.70,-,-0.05%
2018年5月27日,1298.30,1299.80,1299.90,1296.10,-,-7.48%
2018年5月25日,1403.20,1403.20,1403.20,1403.20,0.00K,-0.07%
2018年5月24日,1404.20,1404.20,1404.20,1404.20,0.02K,1.08%
2018年5月23日,1389.20,1389.20,1389.20,1389.20,0.01K,-0.21%
2018年5月22日,1392.10,1392.10,1392.10,1392.10,0.05K,0.07%
2018年5月21日,1391.10,1391.10,1391.10,1391.10,0.05K,-0.01%
2018年5月18日,1391.30,1391.30,1391.30,1391.30,0.00K,0.09%
2018年5月17日,1390.00,1390.00,1390.00,1390.00,0.00K,-0.15%
2018年5月16日,1392.10,1392.10,1392.10,1392.10,0.03K,0.17%
2018年5月15日,1389.80,1405.30,1405.30,1405.30,0.00K,-1.98%
2018年5月14日,1417.90,1417.90,1417.90,1417.90,0.00K,-0.18%
2018年5月11日,1420.40,1420.40,1420.40,1420.40,0.00K,-0.12%
2018年5月10日,1422.10,1422.10,1422.10,1422.10,0.01K,0.64%
2018年5月9日,1413.00,1413.50,1413.50,1413.30,0.03K,-0.06%
2018年5月8日,1413.80,1413.80,1413.80,1413.80,0.34K,-0.03%
2018年5月7日,1414.20,1414.20,1414.20,1414.20,0.00K,-0.04%
2018年5月4日,1414.70,1414.70,1414.70,1414.70,0.04K,0.16%
2018年5月3日,1412.40,1412.40,1412.40,1412.40,0.00K,0.51%
2018年5月2日,1405.30,1405.30,1405.30,1405.30,0.02K,-0.08%
2018年5月1日,1406.40,1406.40,1406.40,1406.40,0.03K,-0.89%
2018年4月30日,1419.10,1419.10,1419.10,1419.10,0.05K,-0.32%
2018年4月27日,1423.60,1423.60,1423.60,1423.60,0.62K,0.39%
2018年4月26日,1418.00,1418.00,1418.00,1418.00,0.01K,-0.34%
2018年4月25日,1422.90,1422.90,1422.90,1422.90,0.28K,-0.71%
2018年4月24日,1433.10,1433.10,1433.10,1433.10,0.03K,0.64%
2018年4月23日,1424.00,1424.00,1424.00,1424.00,0.01K,-0.99%
2018年4月20日,1438.20,1442.00,1442.00,1442.00,0.00K,-0.73%
2018年4月19日,1448.80,1453.00,1453.00,1453.00,0.00K,-0.32%
2018年4月18日,1453.50,1460.10,1460.10,1460.10,0.00K,0.29%
2018年4月17日,1449.30,1449.30,1449.30,1449.30,0.41K,-0.09%
2018年4月16日,1450.60,1450.60,1450.60,1450.60,0.06K,0.19%
2018年4月13日,1447.90,1447.90,1447.90,1447.90,0.07K,0.45%
2018年4月12日,1441.40,1441.40,1441.40,1441.40,0.03K,-1.27%
2018年4月11日,1460.00,1460.00,1460.00,1460.00,0.00K,1.00%
2018年4月10日,1445.50,1445.50,1445.50,1445.50,0.11K,0.41%
2018年4月9日,1439.60,1439.60,1439.60,1439.60,0.29K,0.26%
2018年4月6日,1435.90,1435.90,1435.90,1435.90,0.35K,0.55%
2018年4月5日,1428.10,1428.10,1428.10,1428.10,0.26K,-0.81%
2018年4月4日,1439.70,1439.70,1439.70,1439.70,0.72K,0.22%
2018年4月3日,1436.50,1436.50,1436.50,1436.50,0.70K,-0.64%
2018年4月2日,1445.80,1445.80,1445.80,1445.80,0.65K,1.39%
2018年3月29日,1426.00,1426.00,1426.00,1426.00,5.59K,-0.20%
2018年3月28日,1428.90,1428.90,1428.90,1428.90,59.28K,-1.31%
2018年3月27日,1447.80,1447.80,1447.80,1447.80,0.01K,-0.90%
2018年3月26日,1461.00,1461.00,1461.00,1461.00,0.01K,0.41%
2018年3月23日,1455.00,1455.00,1455.00,1455.00,0.01K,1.59%
2018年3月22日,1432.20,1432.20,1432.20,1432.20,0.00K,0.39%
2018年3月21日,1426.60,1426.60,1426.60,1426.60,0.01K,0.73%
2018年3月20日,1416.20,1416.20,1416.20,1416.20,0.00K,-0.39%
2018年3月19日,1421.70,1421.70,1421.70,1421.70,0.01K,0.38%
2018年3月16日,1416.30,1416.30,1416.30,1416.30,0.03K,-0.38%
2018年3月15日,1421.70,1421.70,1421.70,1421.70,0.10K,-0.56%
2018年3月14日,1429.70,1429.70,1429.70,1429.70,0.03K,-0.12%
2018年3月13日,1431.40,1433.40,1433.40,1433.40,0.00K,0.46%
2018年3月12日,1424.80,1424.80,1424.80,1424.80,0.00K,-0.22%
2018年3月9日,1428.00,1428.00,1428.00,1428.00,0.09K,0.30%
2018年3月8日,1423.70,1423.70,1423.70,1423.70,0.06K,-0.29%
2018年3月7日,1427.90,1427.90,1427.90,1427.90,0.03K,-0.56%
2018年3月6日,1435.90,1435.90,1435.90,1435.90,0.02K,1.08%
2018年3月5日,1420.50,1420.50,1420.50,1420.50,0.02K,-0.26%
2018年3月2日,1424.20,1424.20,1424.20,1424.20,0.16K,1.29%
2018年3月1日,1406.00,1406.00,1406.00,1406.00,0.04K,-0.93%
2018年2月28日,1419.20,1419.20,1419.20,1419.20,0.06K,-0.03%
2018年2月27日,1419.60,1419.60,1419.60,1419.60,0.05K,-0.94%
2018年2月26日,1433.10,1433.10,1433.10,1433.10,0.04K,0.29%
2018年2月23日,1429.00,1429.00,1429.00,1429.00,0.43K,-0.17%
2018年2月22日,1431.40,1431.40,1431.40,1431.40,0.07K,0.06%
2018年2月21日,1430.60,1430.60,1430.60,1430.60,0.12K,0.15%
2018年2月20日,1428.40,1428.40,1428.40,1428.40,0.28K,5.98%
2018年2月19日,1347.80,1350.40,1353.90,1347.40,-,-0.20%
2018年2月18日,1350.50,1349.70,1352.40,1349.70,-,-7.04%
2018年2月16日,1452.80,1452.80,1452.80,1452.80,0.11K,0.09%
2018年2月15日,1451.50,1451.50,1451.50,1451.50,0.11K,-0.10%
2018年2月14日,1452.90,1452.90,1452.90,1452.90,0.40K,1.97%
2018年2月13日,1424.80,1424.80,1424.80,1424.80,0.07K,0.27%
2018年2月12日,1420.90,1420.90,1420.90,1420.90,0.14K,0.77%
2018年2月9日,1410.10,1410.10,1410.10,1410.10,0.00K,-0.33%
2018年2月8日,1414.80,1414.80,1414.80,1414.80,0.46K,0.29%
2018年2月7日,1410.70,1410.70,1410.70,1410.70,0.49K,-1.03%
2018年2月6日,1425.40,1425.40,1425.40,1425.40,0.53K,-0.52%
2018年2月5日,1432.90,1432.90,1432.90,1432.90,0.64K,-0.12%
2018年2月2日,1434.60,1434.60,1434.60,1434.60,2.84K,-0.73%
2018年2月1日,1445.10,1445.10,1445.10,1445.10,1.68K,0.40%
2018年1月31日,1439.40,1439.40,1439.40,1439.40,4.88K,0.22%
2018年1月30日,1436.20,1436.20,1436.20,1436.20,52.10K,-0.35%
2018年1月29日,1441.30,1441.30,1441.30,1441.30,0.00K,-0.85%
2018年1月26日,1453.70,1453.70,1453.70,1453.70,0.05K,-0.64%
2018年1月25日,1463.10,1463.10,1463.10,1463.10,0.00K,0.47%
